,symbol,last_price,strike,atm_call_last,atm_put_last,atm_call_IV,atm_put_IV
68,UPRO,48.89149856567383,48.0,1.75,1.275,0.44727115234375,0.5546919531250001
69,URA,22.094999313354492,22.0,0.625,0.575,0.471684970703125,0.5039112109375
70,USO,75.5,75.5,2.08,1.74,0.405279384765625,0.39111937011718745
71,UUP,28.020000457763672,28.0,0.16499999999999998,0.14,0.09668872070312501,0.090829404296875
72,UVXY,9.109999656677246,9.0,0.56,0.415,0.8867198828124999,0.8242205078124999
73,VIXY,13.4399995803833,13.0,0.625,0.2,0.5390671093750001,0.5898478515625001
74,VXX,21.219999313354492,21.0,0.595,0.395,0.39453730468750003,0.379889013671875
75,WEAT,8.5,8.5,0.525,0.225,0.414068359375,0.4687553125
76,XBI,94.08999633789062,94.0,2.6050000000000004,2.26,0.45313046875,0.40650007568359375
77,XHB,66.47000122070312,66.0,1.1,1.075,0.2280350634765625,0.3305731005859375
78,XLB,80.47000122070312,80.0,1.125,0.8500000000000001,0.198250205078125,0.252937158203125
79,XLC,59.720001220703125,59.0,0.775,0.65,0.20996883789062498,0.2880930566406249
80,XLE,76.83000183105469,76.5,1.62,1.37,0.31836619140624994,0.33301448242187504
81,XLF,35.21500015258789,35.0,0.49,0.32,0.17383638671875,0.195320546875
82,XLI,99.03500366210938,99.0,0.94,1.15,0.15674671386718753,0.20752745605468748
83,XLK,149.9499969482422,149.0,2.25,1.7999999999999998,0.198250205078125,0.25049577636718745
84,XLP,75.45999908447266,75.0,0.85,0.45499999999999996,0.13233289550781252,0.1430749755859375
85,XLU,75.9000015258789,75.5,1.0150000000000001,0.5800000000000001,0.1782308740234375,0.16529155029296877
86,XLV,133.16000366210938,133.0,1.1099999999999999,1.26,0.1294032373046875,0.16895362304687503
87,XLY,169.16000366210938,169.0,2.665,2.99,0.2624585473632813,0.30493859130859374
88,XME,52.61000061035156,52.0,1.375,1.0,0.3413151806640625,0.4067442138671875
89,XOP,137.11000061035156,137.0,3.475,3.45,0.4128476684570312,0.42578699218750005
90,XRT,71.80999755859375,71.0,1.71,1.53,0.30811238769531246,0.4633842724609375
91,YINN,70.2572021484375,70.0,2.9749999999999996,3.7,0.6479527392578125,0.8720715917968749
