,symbol,last_price,strike,atm_call_last,atm_put_last,atm_call_IV,atm_put_IV
56,SPY,413.4700012207031,413.0,11.13,10.9,0.19516796051025392,0.2030414169311523
57,SQQQ,37.380001068115234,37.0,4.1,3.65,0.7827170166015626,0.789064609375
58,SSO,53.560001373291016,53.0,3.03,9.7,0.42310147216796873,0.41748629394531245
59,SVXY,54.33000183105469,54.0,1.94,2.15,0.3220282641601562,0.30542686767578126
60,TAN,84.7699966430664,83.0,6.28,4.2,0.47009807250976565,0.46753462158203124
61,TBT,24.989999771118164,24.0,1.7,0.78,0.3764710791015625,0.3764710791015625
62,TLT,116.47000122070312,116.0,3.35,2.42,0.2000812414550781,0.1821370849609375
63,TNA,45.88999938964844,45.0,4.81,4.0,0.7202176416015625,0.7019072778320312
64,TQQQ,35.290000915527344,35.0,3.75,3.35,0.76367423828125,0.7504907763671875
65,TZA,31.90999984741211,30.0,3.95,1.99,0.7075224560546876,0.7065459033203125
66,UCO,32.97999954223633,32.0,4.9,3.1,0.8520522607421875,0.8359391406249999
67,UNG,27.56999969482422,27.0,3.4,2.48,0.8198260205078124,0.8242205078124999
68,UPRO,45.18000030517578,45.0,3.5,3.4,0.5747112841796875,0.5712933496093751
69,URA,21.329999923706055,21.0,1.45,1.35,0.50586431640625,0.4985401708984375
70,USO,71.54000091552734,71.0,4.65,4.0,0.4699760034179688,0.4585015087890626
71,UUP,28.5,28.0,0.73,0.2,0.124032197265625,0.11231356445312499
72,UVXY,9.880000114440918,9.0,1.9,0.98,1.12109814453125,1.083988955078125
73,VIXY,14.140000343322754,14.0,1.3,1.07,0.6543003320312502,0.6357458300781251
74,VXX,21.5,21.0,1.58,2.75,0.47070841796875,1.0410204199218753
75,WEAT,8.15999984741211,8.0,0.58,0.38,0.47852083984375,0.48828636718750007
76,XBI,92.30000305175781,92.0,5.37,5.01,0.4304256176757813,0.4182187084960937
77,XHB,64.12000274658203,64.0,2.7,2.48,0.37842418457031246,0.36914693359375
78,XLB,77.11000061035156,77.0,2.27,2.45,0.2712475219726562,0.3452213916015625
79,XLC,57.09000015258789,57.0,1.92,1.55,0.3286199951171874,0.3142158422851562
80,XLE,73.08000183105469,73.0,3.7,3.26,0.3852600537109374,0.3627993408203125
81,XLF,33.689998626708984,33.0,1.46,0.67,0.25391371093750004,0.2260819580078125
82,XLI,96.12000274658203,96.0,2.63,2.28,0.38086556640624997,0.23828886718749998
83,XLK,147.02000427246094,145.0,6.35,3.95,0.36615624084472653,0.28711650390624993
84,XLP,74.63999938964844,74.0,1.93,1.22,0.2016681396484375,0.187508125
85,XLU,74.2300033569336,74.0,1.98,1.58,0.23853300537109373,0.2133867724609375
86,XLV,131.4499969482422,131.0,3.25,2.7,0.23780059082031246,0.24927508544921873
87,XLY,164.30999755859375,164.0,6.35,6.2,0.36212796081542964,0.3443669079589844
88,XME,48.470001220703125,48.0,2.95,2.5,0.5214891601562499,0.5014698291015626
89,XOP,129.05999755859375,129.0,8.2,7.65,0.48279325805664064,0.4630180651855469
90,XRT,66.91000366210938,66.0,3.45,2.7,0.45386288330078123,0.4493463269042969
91,YINN,67.55000305175781,65.0,8.0,6.6,0.815431533203125,0.8327653442382811
