,symbol,last_price,strike,atm_call_last,atm_put_last,atm_call_IV,atm_put_IV
0,AMLP,40.959999084472656,40.0,1.9749999999999999,0.925,0.313483427734375,0.29444064941406245
1,ARKF,17.65999984741211,17.5,1.625,1.2000000000000002,0.6103554589843752,0.6074258007812501
2,ARKK,42.130001068115234,42.0,3.675,2.95,0.6181678808593751,0.5981485498046876
3,BITO,12.319999694824219,12.0,1.16,0.88,0.6816438085937502,0.70898728515625
4,DIA,321.1000061035156,321.0,7.925,7.85,0.20642883422851557,0.206489868774414
5,DUST,24.889999389648438,24.5,2.525,2.25,0.7866232275390624,0.8261736132812498
6,EEM,39.7599983215332,39.5,1.555,0.815,0.26538820556640624,0.20508607421874997
7,EFA,62.56999969482422,62.0,2.065,1.3599999999999999,0.2585523364257813,0.23438265625
8,ERX,63.2400016784668,60.0,7.25,4.05,0.7426783544921874,0.7485376708984376
9,EWZ,32.290000915527344,32.0,1.62,1.31,0.3920959228515625,0.38672488281249995
10,FAS,73.61000061035156,73.0,8.925,6.125,0.8115253222656249,0.7321804125976561
11,FAZ,23.149999618530273,22.5,2.125,1.775,0.7417018017578124,0.762697685546875
12,FXE,92.30999755859375,92.0,1.525,1.05,0.13013565185546871,0.11304597900390626
13,FXI,30.420000076293945,30.0,1.32,0.845,0.3139717041015625,0.2973703076171874
14,GDX,24.610000610351562,24.5,1.275,1.105,0.42578699218750005,0.4023497265625
15,GDXJ,30.540000915527344,30.5,1.71,1.6099999999999999,0.4809622216796875,0.4672904833984375
16,GLD,161.86000061035156,161.0,3.5,2.32,0.1601646484375,0.1419763537597656
17,HYG,75.5199966430664,75.5,1.5,1.51,0.1420984228515625,0.17896328857421873
18,IBB,122.0999984741211,122.0,17.9,4.1,0.49927258544921876,0.29724823852539056
19,ICLN,22.360000610351562,22.0,1.575,0.8,0.46484910156250003,0.4023497265625
20,IEF,101.38999938964844,101.0,1.46,0.9950000000000001,0.10913976806640624,0.10254803710937499
21,ITB,57.33000183105469,57.0,2.75,2.425,0.3913635083007812,0.38843385009765624
22,IVV,404.8299865722656,400.0,29.55,9.25,0.3430241479492187,0.258369232788086
23,IWM,187.24000549316406,187.0,6.345,6.525,0.27893787475585935,0.29682099670410156
24,IYR,96.04000091552734,96.0,3.175,2.935,0.23987576538085933,0.26148199462890626
25,JETS,17.520000457763672,17.5,0.8049999999999999,0.74,0.405279384765625,0.3711000390625
26,KRE,63.119998931884766,63.0,2.38,2.205,0.5678754150390625,0.36499658447265626
27,KWEB,29.690000534057617,29.5,1.915,1.605,0.5127001855468749,0.49414568359375005
28,LABD,22.149999618530273,22.0,3.6,3.5999999999999996,1.3398470507812497,1.3979522290039061
29,LABU,8.779999732971191,8.5,1.5,1.225,1.3164096679687498,1.3222690136718749
30,MJ,6.130000114440918,6.0,0.525,0.425,0.6289099609375001,0.6718782812500002
31,MSOS,13.579999923706055,12.5,1.225,0.65,0.7304714453125,0.70898728515625
32,NUGT,27.030000686645508,21.0,3.45,0.6,0.8320329296874999,0.8964854101562498
33,OIH,254.10000610351562,245.0,17.8,10.899999999999999,0.5186205364990235,0.502080174560547
34,QQQ,304.4100036621094,304.0,11.2,10.835,0.3027108303833008,0.30359583129882806
35,SARK,56.86000061035156,55.0,4.7,3.25,0.5918009570312501,0.6140175317382813
36,SDS,43.68000030517578,43.5,2.5,2.45,0.4897511962890626,0.5053760400390624
37,SILJ,9.199999809265137,9.0,0.7749999999999999,0.525,0.6152382226562501,0.56836369140625
38,SLV,17.290000915527344,17.0,0.755,0.43,0.29395237304687494,0.27930408203124996
39,SMH,218.5399932861328,217.5,12.15,9.25,0.4014952429199219,0.3792176336669921
40,SOXL,15.050000190734863,15.0,2.085,1.9749999999999999,1.1484417578125,1.115238798828125
41,SOXS,44.9900016784668,41.0,7.2,4.1,1.1245160961914062,1.1467327819824216
42,SPXU,16.18000030517578,16.0,1.44,1.3199999999999998,0.6992217578125001,0.7314479980468749
43,SPY,402.6300048828125,402.0,11.190000000000001,11.25,0.22611247528076173,0.2400893862915039
44,SQQQ,43.119998931884766,42.0,4.875,4.175,0.9350592431640624,0.9262702685546875
45,SSO,50.529998779296875,50.5,2.825,2.75,0.4931691308593751,0.4731497998046875
46,SVXY,52.91999816894531,52.5,2.5999999999999996,1.95,0.36743796630859377,0.39649041015625003
47,TAN,84.70999908447266,84.5,5.1,4.45,0.5080615600585938,0.4738822143554688
48,TBT,26.670000076293945,26.5,1.3050000000000002,1.13,0.39649041015625003,0.39649041015625003
49,TLT,112.68000030517578,112.0,2.955,2.27,0.2000812414550781,0.1986164123535156
