,symbol,last_price,strike,atm_call_last,atm_put_last,atm_call_IV,atm_put_IV
38,LQD,108.38999938964844,108.0,1.67,0.55,0.1977619287109375,0.1562584375
39,MJ,5.659999847412109,5.5,0.25,0.1,0.6015664843750002,0.648441015625
40,MSOS,12.9399995803833,12.5,0.75,0.25,0.8398453515625,0.73437765625
41,NUGT,25.190000534057617,25.0,1.125,0.925,0.87695435546875,0.86914193359375
42,OIH,240.89999389648438,240.0,7.449999999999999,6.550000000000001,0.6228065063476562,0.6228065063476562
43,QQQ,295.1700134277344,295.0,4.885,4.289999999999999,0.3501041552734374,0.3189765368652343
44,SARK,58.83000183105469,58.5,2.05,1.65,0.6865265722656251,0.6611362011718751
45,SDS,46.04999923706055,46.0,1.125,1.0,0.5117236328125,0.523442265625
46,SILJ,8.920000076293945,8.5,0.5,0.1,0.570316796875,0.632816171875
47,SLV,16.56999969482422,16.5,0.31,0.22999999999999998,0.367193828125,0.35547519531249994
48,SMH,207.82000732421875,207.5,4.525,4.075,0.4577690942382813,0.44434149414062496
49,SOXL,12.859999656677246,12.5,0.975,0.665,1.3203158984374999,1.408206083984375
50,SOXS,52.470001220703125,52.0,3.55,3.0999999999999996,1.3584016455078123,1.3667023852539062
51,SPXU,17.5,17.5,0.8899999999999999,0.605,0.7539087109375,0.7402369726562499
52,SPY,392.239990234375,392.0,5.035,4.265000000000001,0.2691723474121094,0.24024197265624997
53,SQQQ,47.22999954223633,47.0,2.38,2.045,1.0293017285156252,0.981445498046875
54,SSO,47.90999984741211,47.5,1.2999999999999998,0.925,0.5537154003906251,0.5019581054687501
55,SVXY,53.02000045776367,53.0,0.875,0.8,0.39990834472656256,0.387701435546875
56,TAN,80.83999633789062,80.5,2.5,1.775,0.5468795312500001,0.5151415673828125
57,TBT,27.729999542236328,27.5,0.71,0.485,0.48730981445312505,0.48730981445312505
58,TLT,110.22000122070312,110.0,1.33,1.0350000000000001,0.24658956542968752,0.22705851074218747
59,TNA,37.79999923706055,37.5,1.705,1.4649999999999999,0.8828136718749999,0.9169930175781251
60,TQQQ,26.68000030517578,26.5,1.3250000000000002,1.165,0.9941406835937501,1.009770576171875
61,TZA,37.130001068115234,37.0,1.65,1.505,0.9160164648437501,0.9072274902343749
62,UCO,32.5099983215332,32.5,1.75,1.725,1.150394873046875,1.140629296875
63,UNG,30.709999084472656,30.5,1.2000000000000002,0.9949999999999999,0.76367423828125,0.7675804492187501
64,UPRO,37.97999954223633,37.5,1.5499999999999998,1.1,0.735354208984375,0.752932158203125
65,URA,22.18000030517578,22.0,0.7250000000000001,0.47500000000000003,0.6113320117187502,0.5429733203125001
66,USO,71.43000030517578,71.0,2.275,1.8199999999999998,0.6171913281250001,0.6098671826171876
67,UUP,29.3799991607666,29.0,0.475,0.07,0.2304764453125,0.16993017578125003
68,UVXY,10.279999732971191,10.0,0.5449999999999999,0.37,0.8203142968749999,1.05078599609375
69,VIXY,14.609999656677246,14.5,0.525,0.5,0.6875031250000001,0.81445498046875
70,VXX,19.09000015258789,19.0,0.375,0.36,0.53320779296875,0.53320779296875
71,WEAT,8.3100004196167,8.0,0.4,0.07500000000000001,0.5507857421875001,0.500005
72,XBI,83.7300033569336,83.5,1.9449999999999998,1.75,0.500005,0.4975636181640626
73,XHB,59.380001068115234,59.0,2.4499999999999997,2.5500000000000003,0.8164080859374999,0.99023447265625
74,XLB,74.3499984741211,74.0,1.6,0.65,0.8730481445312499,0.4096738720703125
75,XLC,53.84000015258789,53.5,1.325,0.625,0.51562984375,0.44336494140625
76,XLE,79.95999908447266,79.5,2.075,1.4,0.5351608984375,0.4594780615234375
77,XLF,32.88999938964844,32.5,0.7050000000000001,0.28,0.348639326171875,0.31445998046874996
78,XLI,92.16000366210938,92.0,2.025,0.97,0.6909210595703126,0.46973186523437505
79,XLK,132.85000610351562,132.0,2.92,0.96,0.7138700488281251,0.3505924316406249
80,XLP,72.55999755859375,72.5,0.8200000000000001,0.625,0.44287666503906253,0.35156898437499995
81,XLU,74.5999984741211,74.5,0.65,0.86,0.295905478515625,0.35596347167968745
82,XLV,124.98999786376953,124.5,1.675,2.4,0.48901878173828134,0.8657239990234374
83,XLY,155.49000549316406,155.0,3.0,1.98,0.7038603833007813,0.5712933496093751
84,XME,47.65999984741211,47.5,2.4499999999999997,2.4,1.0673874755859378,1.1167036352539061
85,XOP,142.39999389648438,142.0,4.4,3.9749999999999996,0.6323278955078125,0.6284216845703126
86,XRT,62.70000076293945,62.5,1.25,1.42,0.70117486328125,0.5195360546875
87,YINN,60.529998779296875,60.0,3.125,2.5999999999999996,1.0141650854492186,1.0161182006835938
