,symbol,last_price,strike,atm_call_last,atm_put_last,atm_call_IV,atm_put_IV
0,AMLP,39.80500030517578,39.5,0.9750000000000001,0.675,0.3100654931640625,0.31153032226562494
1,ARKF,17.969999313354492,17.5,1.0,0.6000000000000001,0.57812921875,0.6347692773437501
2,ARKG,36.12950134277344,36.0,1.475,1.55,0.5400436621093752,0.6191444335937502
3,ARKK,43.6150016784668,43.5,1.885,1.98,0.5800823242187501,0.6455113574218749
4,ASHR,30.844999313354492,30.5,0.6699999999999999,0.33499999999999996,0.229499892578125,0.231452998046875
5,BITO,12.930000305175781,12.5,0.865,0.485,0.6816438085937502,0.7382838671874999
6,BKLN,21.0049991607666,21.0,0.125,0.15,0.129891513671875,0.1992267578125
7,DIA,330.82000732421875,330.0,4.675000000000001,4.2,0.17896328857421873,0.1939777868652344
8,DUST,23.721200942993164,23.5,1.525,1.225,0.8271501660156249,0.7812521875
9,EEM,39.57500076293945,39.5,0.605,0.515,0.20703917968749996,0.2016681396484375
10,EFA,63.584999084472656,63.5,1.025,0.9450000000000001,0.21680470703125,0.22217574707031246
11,EMB,86.08999633789062,86.0,4.425,1.065,0.7165555688476561,0.18872881591796875
12,ERX,56.2599983215332,56.0,2.875,2.975,0.6757844921875001,0.7651390673828126
13,EWJ,55.06999969482422,55.0,0.76,0.71,0.19190261230468753,0.19727365234375
14,EWU,30.315000534057617,30.0,0.6499999999999999,0.375,0.242195078125,0.27246821289062495
15,EWW,47.18000030517578,47.0,0.825,0.8,0.2368240380859375,0.27539787109374997
16,EWY,57.82500076293945,57.5,1.85,0.875,0.2695385546875,0.2651440673828125
17,EWZ,31.049999237060547,31.0,0.8200000000000001,0.76,0.367193828125,0.358404853515625
18,FAS,78.88999938964844,77.0,4.125,3.17,0.6459996337890624,0.7180203979492188
19,FAZ,21.8700008392334,21.0,1.275,0.6499999999999999,0.6894562304687502,0.6630893066406252
20,FEZ,34.869998931884766,32.0,1.3,0.15000000000000002,0.33887379882812496,0.446294599609375
21,FXI,29.389999389648438,29.0,0.8300000000000001,0.405,0.3007882421875,0.28125718749999995
22,GDX,25.274999618530273,25.0,0.865,0.595,0.40430283203125,0.401373173828125
23,GDXJ,31.09000015258789,31.0,1.02,0.965,0.44287666503906253,0.46094289062500005
24,GLD,161.80999755859375,161.5,2.0,1.5150000000000001,0.15821154296875,0.143563251953125
25,HYG,76.0999984741211,76.0,0.8049999999999999,0.935,0.141610146484375,0.1889729541015625
26,IBB,125.48500061035156,125.0,2.7750000000000004,2.5,0.28711650390624993,0.3129951513671875
27,ICLN,22.19540023803711,22.0,0.725,0.5,0.405279384765625,0.4023497265625
28,IEF,102.00499725341797,102.0,0.825,0.8200000000000001,0.11890529541015624,0.11695218994140624
29,ITB,58.90999984741211,58.0,1.9749999999999999,1.125,0.367193828125,0.38184211914062494
30,IVV,415.6700134277344,415.0,6.65,6.3,0.21833057067871092,0.22736368347167968
31,IWM,190.47999572753906,190.0,3.89,3.63,0.26636475830078127,0.28162339477539056
32,IYR,98.76000213623047,98.5,1.525,1.4249999999999998,0.2024005541992187,0.22412885253906245
33,JDST,13.90999984741211,13.5,1.125,0.675,0.914063359375,0.8730481445312499
34,JETS,17.61829948425293,17.5,0.495,0.41000000000000003,0.36133451171875,0.38281867187499996
35,JNUG,30.600000381469727,30.0,2.125,1.7,0.8261736132812498,0.9072274902343749
36,KRE,65.2020034790039,65.0,1.375,1.15,0.27735097656249996,0.27149166015625
37,KWEB,27.670000076293945,27.5,0.99,0.78,0.46289599609375004,0.437505625
38,LABD,21.139999389648438,21.0,2.3,1.95,1.466799541015625,1.3281283593749997
39,LABU,9.469900131225586,9.0,1.1,0.725,1.2656286718749998,1.4140654296875002
40,MJ,5.795000076293945,5.5,0.47500000000000003,0.125,0.7578149218750001,0.5937540625000001
41,MSOS,11.59000015258789,11.5,0.8999999999999999,0.5,0.6796907031250001,0.6523472265625001
42,NUGT,28.670000076293945,28.5,1.65,1.6,0.7568383691406251,0.815431533203125
43,OIH,235.6199951171875,235.0,8.0,8.100000000000001,0.4633842724609375,0.50586431640625
44,QQQ,314.57000732421875,314.0,6.404999999999999,6.285,0.2691723474121094,0.28992409301757804
45,SARK,55.23590087890625,55.0,2.75,2.175,0.6601596484375001,0.5747112841796875
46,SDS,41.54999923706055,41.5,1.375,1.175,0.4580132324218751,0.424810439453125
47,SILJ,8.944999694824219,8.5,1.025,0.175,0.6171913281250001,0.5625043750000001
48,SLV,17.505699157714844,17.5,0.365,0.365,0.2890696093749999,0.29688203124999996
49,SMH,227.0800018310547,225.0,7.0,5.3,0.3640200317382813,0.38757936645507807
50,SOXL,17.05500030517578,17.0,1.365,1.37,1.087895185546875,1.1367230664062502
51,SOXS,41.63600158691406,41.0,3.45,3.0250000000000004,1.1264692114257815,1.1171919140625
52,SPXU,15.039999961853027,15.0,0.76,0.635,0.6816438085937502,0.6035195898437502
53,SPY,413.5220947265625,413.0,6.41,6.49,0.20557435058593748,0.22638713073730468
54,SQQQ,39.4900016784668,39.0,2.74,2.025,0.87695435546875,0.79687703125
55,SSO,53.43000030517578,53.0,1.775,1.525,0.42236905761718746,0.46973186523437505
56,SVXY,53.529998779296875,53.5,1.15,1.4,0.3061592822265625,0.37842418457031246
57,TAN,83.58000183105469,83.5,2.75,2.625,0.4650932397460938,0.47022014160156256
58,TBT,26.700000762939453,26.5,0.835,0.655,0.38281867187499996,0.40332627929687503
59,TLT,112.54499816894531,112.5,1.6,1.6,0.196297099609375,0.20191227783203125
60,TNA,45.14500045776367,45.0,2.505,2.66,0.7465845654296875,0.8388687988281249
61,TQQQ,32.619998931884766,32.5,1.88,1.975,0.773439765625,0.8647474462890624
62,TZA,31.600000381469727,31.5,2.01,1.7349999999999999,0.85937640625,0.782228740234375
63,UCO,35.790000915527344,35.0,2.325,1.95,0.8447281152343749,0.9086923193359374
64,UNG,33.66999816894531,33.5,2.0,1.94,0.788088056640625,0.8339860351562498
65,UPRO,44.875,44.5,2.125,2.0,0.5976602734375001,0.6757844921875001
66,URA,19.440000534057617,19.0,1.225,0.47500000000000003,0.5371140039062501,0.5390671093750001
67,USO,74.58999633789062,74.5,2.435,2.425,0.45898978515625005,0.47022014160156256
68,UUP,29.174999237060547,29.0,0.38,0.175,0.1445398046875,0.127938408203125
69,UVXY,10.135000228881836,10.0,0.925,0.64,1.1777384863281248,0.9726565234375
70,VIXY,14.460000038146973,14.0,1.15,0.55,0.87695435546875,0.73633076171875
71,VXX,21.170000076293945,21.0,0.69,0.825,0.46680220703125,0.59570716796875
72,WEAT,8.100000381469727,8.0,0.3,0.25,0.5117236328125,0.5117236328125
73,XBI,85.83000183105469,85.5,2.79,2.74,0.43286699951171875,0.47803256347656253
74,XHB,63.15999984741211,63.0,1.55,1.45,0.33301448242187504,0.3461979443359374
75,XLB,78.00499725341797,78.0,1.2999999999999998,1.35,0.2475661181640625,0.2573316455078125
76,XLC,56.08000183105469,56.0,1.15,1.075,0.28613995117187496,0.2934640966796874
77,XLE,79.33000183105469,79.0,2.0599999999999996,2.035,0.3354558642578125,0.39160764648437496
78,XLF,34.16999816894531,34.0,0.665,0.495,0.23975369628906246,0.23535920898437498
79,XLI,97.09500122070312,97.0,1.455,1.475,0.20972469970703123,0.22315229980468748
80,XLK,144.1300048828125,144.0,2.75,2.82,0.2624585473632813,0.2825999475097656
81,XLP,76.13999938964844,76.0,0.9299999999999999,0.8400000000000001,0.16138533935546873,0.17041845214843754
82,XLU,76.63500213623047,76.0,1.3900000000000001,0.78,0.196297099609375,0.19727365234375
83,XLV,131.09500122070312,131.0,1.62,1.71,0.1700522448730469,0.18970536865234378
84,XLY,163.05999755859375,163.0,3.875,3.725,0.3110420458984374,0.32910827148437494
85,XME,49.98500061035156,49.0,1.725,1.075,0.42969320312500003,0.445318046875
86,XOP,143.3300018310547,143.0,4.775,5.1,0.45715874877929696,0.5084277673339843
87,XRT,67.4000015258789,67.0,2.035,1.835,0.3852600537109374,0.42676354492187507
88,YINN,62.250099182128906,61.0,3.8,3.15,0.8183611914062499,0.8403336279296875
